subid,sent.len,timestamp,word.len,rt,keypress,correct
132,1,1/31/07 16:35,6,0.302,2,1
132,1,1/31/07 16:35,6,0.34,2,1
132,1,1/31/07 16:35,6,0.604,2,1
132,1,1/31/07 16:35,8,0.28,2,1
132,1,1/31/07 16:35,8,0.421,1,1
132,1,1/31/07 16:35,8,0.424,1,1
132,1,1/31/07 16:35,8,0.452,2,1
132,1,1/31/07 16:35,8,0.487,2,1
133,8,2/1/07 15:21,4,0.416,1,1
133,8,2/1/07 15:21,4,1.52,2,1
133,8,2/1/07 15:21,6,0.539,2,1
133,8,2/1/07 15:21,6,0.545,1,1
133,8,2/1/07 15:21,6,2.384,1,0
133,8,2/1/07 15:21,8,0.818,1,1
133,8,2/1/07 15:21,8,1.032,2,1
133,8,2/1/07 15:22,4,0.184,1,1
133,8,2/1/07 15:22,4,0.434,2,1
133,8,2/1/07 15:22,4,0.686,2,0
133,8,2/1/07 15:22,6,0.381,2,1
133,8,2/1/07 15:22,6,0.743,2,1
133,8,2/1/07 15:22,6,0.835,2,1
133,8,2/1/07 15:22,6,2.647,1,0
133,8,2/1/07 15:22,8,0.257,1,1
133,8,2/1/07 15:22,8,0.332,1,1
133,8,2/1/07 15:22,8,0.478,1,1
133,8,2/1/07 15:22,8,2.231,1,1
133,8,2/1/07 15:22,8,2.745,1,1
133,8,2/1/07 15:23,4,0.107,1,1
133,8,2/1/07 15:23,4,0.276,1,1
133,8,2/1/07 15:23,4,0.53,2,0
133,8,2/1/07 15:23,4,1.381,2,1
133,8,2/1/07 15:23,4,2.201,1,1
133,8,2/1/07 15:23,6,0.554,1,1
133,8,2/1/07 15:23,8,0.261,1,1
133,8,2/1/07 15:23,8,0.324,2,1
133,8,2/1/07 15:23,8,0.427,2,1
133,8,2/1/07 15:23,8,0.786,2,1
133,8,2/1/07 15:23,8,2.065,1,1
13,4,10/29/06 12:05,4,0.714,1,0
13,4,10/29/06 12:05,4,1.003,2,1
13,4,10/29/06 12:05,4,1.483,2,1
13,4,10/29/06 12:05,4,2.041,2,1
13,4,10/29/06 12:05,6,0.513,1,1
13,4,10/29/06 12:05,6,0.525,1,1
13,4,10/29/06 12:05,6,0.646,2,0
13,4,10/29/06 12:05,8,0.286,1,1
13,4,10/29/06 12:05,8,0.334,1,1
13,4,10/29/06 12:05,8,0.5,2,1
13,4,10/29/06 12:05,8,0.615,1,1
13,4,10/29/06 12:05,8,0.665,1,1
13,4,10/29/06 12:06,4,1.375,2,1
13,4,10/29/06 12:06,4,1.562,2,1
13,4,10/29/06 12:06,4,1.868,2,0
13,4,10/29/06 12:06,6,0.177,1,1
13,4,10/29/06 12:06,6,0.258,1,0
13,4,10/29/06 12:06,6,0.601,2,1
13,4,10/29/06 12:06,6,0.684,2,0
13,4,10/29/06 12:06,6,1.363,2,0
13,4,10/29/06 12:06,8,0.361,1,1
13,4,10/29/06 12:06,8,0.934,2,1
13,4,10/29/06 12:06,8,1.362,2,1
13,4,10/29/06 12:06,8,1.558,2,1
13,4,10/29/06 12:07,6,0.191,1,1
13,4,10/29/06 12:07,6,0.782,1,1
13,4,10/29/06 12:07,6,0.988,1,1
13,4,10/29/06 12:07,6,1.166,2,1
13,4,10/29/06 12:07,8,0.883,1,0
13,4,10/29/06 12:07,8,1.49,1,0
134,8,1/30/07 15:36,4,0.227,1,1
134,8,1/30/07 15:36,4,0.434,2,1
134,8,1/30/07 15:36,4,0.736,2,0
134,8,1/30/07 15:36,6,0.482,1,1
134,8,1/30/07 15:36,6,1.084,2,1
134,8,1/30/07 15:36,6,1.485,2,1
134,8,1/30/07 15:37,4,0.31,2,1
134,8,1/30/07 15:37,4,0.34,1,1
134,8,1/30/07 15:37,4,0.545,2,1
134,8,1/30/07 15:37,4,0.674,2,0
134,8,1/30/07 15:37,6,0.293,2,1
134,8,1/30/07 15:37,6,0.407,1,1
134,8,1/30/07 15:37,6,0.553,2,1
134,8,1/30/07 15:37,8,0.318,2,1
134,8,1/30/07 15:37,8,0.372,1,1
134,8,1/30/07 15:37,8,0.438,1,1
134,8,1/30/07 15:37,8,0.512,1,1
134,8,1/30/07 15:37,8,0.591,1,1
134,8,1/30/07 15:37,8,3.168,2,0
134,8,1/30/07 15:38,4,0.352,1,1
134,8,1/30/07 15:38,4,1.787,2,1
134,8,1/30/07 15:38,6,0.433,1,1
134,8,1/30/07 15:38,6,0.437,2,1
134,8,1/30/07 15:38,6,0.651,2,1
134,8,1/30/07 15:38,6,0.756,2,1
134,8,1/30/07 15:38,8,0.194,2,1
134,8,1/30/07 15:38,8,0.296,1,1
134,8,1/30/07 15:38,8,0.355,1,1
134,8,1/30/07 15:38,8,0.404,1,1
134,8,1/30/07 15:38,8,0.441,2,1
135,24,1/10/07 17:59,6,2,2,0
135,24,1/10/07 17:59,6,4.792,2,0
135,24,1/10/07 17:59,8,0.909,1,0
135,24,1/10/07 18:00,4,0.897,1,0
135,24,1/10/07 18:00,4,0.97,2,0
135,24,1/10/07 18:00,4,1.312,1,0
135,24,1/10/07 18:00,4,2.49,1,0
135,24,1/10/07 18:00,6,0.341,1,0
135,24,1/10/07 18:00,6,0.574,1,1
135,24,1/10/07 18:00,6,1.6,2,0
135,24,1/10/07 18:00,6,2.608,2,1
135,24,1/10/07 18:00,8,0.676,2,1
135,24,1/10/07 18:00,8,0.774,2,0
135,24,1/10/07 18:00,8,0.798,2,0
135,24,1/10/07 18:00,8,0.823,1,1
135,24,1/10/07 18:01,4,1.109,2,0
135,24,1/10/07 18:01,4,1.164,1,0
135,24,1/10/07 18:01,4,1.321,1,0
135,24,1/10/07 18:01,4,1.547,2,0
135,24,1/10/07 18:01,6,0.433,2,0
135,24,1/10/07 18:01,6,0.44,2,1
135,24,1/10/07 18:01,6,0.681,2,0
135,24,1/10/07 18:01,6,1.134,2,0
135,24,1/10/07 18:01,6,2.573,2,1
135,24,1/10/07 18:01,8,0.313,2,0
135,24,1/10/07 18:01,8,0.342,1,1
135,24,1/10/07 18:01,8,0.428,1,0
135,24,1/10/07 18:01,8,0.742,1,1
135,24,1/10/07 18:02,4,2.253,1,0
135,24,1/10/07 18:02,8,0.384,1,1
136,2,11/14/06 11:14,6,0.393,2,1
136,2,11/14/06 11:14,6,0.974,2,1
136,2,11/14/06 11:14,8,0.368,1,0
136,2,11/14/06 11:14,8,0.51,1,0
136,2,11/14/06 11:15,4,0.252,2,1
136,2,11/14/06 11:15,6,0.184,2,1
136,2,11/14/06 11:15,6,0.304,1,0
136,2,11/14/06 11:15,6,0.306,2,0
136,2,11/14/06 11:15,6,0.326,2,0
136,2,11/14/06 11:15,6,0.677,1,0
136,2,11/14/06 11:15,6,0.772,1,0
136,2,11/14/06 11:15,6,1.063,1,0
136,2,11/14/06 11:15,6,1.866,2,0
136,2,11/14/06 11:15,8,0.283,1,1
136,2,11/14/06 11:15,8,0.292,1,1
136,2,11/14/06 11:15,8,0.367,1,0
136,2,11/14/06 11:15,8,0.428,1,0
136,2,11/14/06 11:16,4,0.514,2,0
136,2,11/14/06 11:16,4,1.787,2,1
136,2,11/14/06 11:16,6,0.232,1,0
136,2,11/14/06 11:16,6,0.245,2,0
136,2,11/14/06 11:16,6,0.32,2,0
136,2,11/14/06 11:16,6,0.354,2,1
136,2,11/14/06 11:16,6,0.771,2,1
136,2,11/14/06 11:16,6,0.884,1,0
136,2,11/14/06 11:16,8,0.186,2,0
136,2,11/14/06 11:16,8,0.236,2,1
136,2,11/14/06 11:16,8,0.236,2,1
136,2,11/14/06 11:16,8,0.262,2,0
136,2,11/14/06 11:16,8,0.273,2,0
14,4,10/29/06 12:19,4,0.519,1,1
14,4,10/29/06 12:19,6,0.22,1,1
14,4,10/29/06 12:19,6,2.673,2,1
14,4,10/29/06 12:19,6,3.55,2,1
14,4,10/29/06 12:19,8,0.564,2,1
14,4,10/29/06 12:19,8,1.233,2,1
14,4,10/29/06 12:19,8,1.621,1,1
14,4,10/29/06 12:20,4,0.175,2,0
14,4,10/29/06 12:20,4,0.458,2,1
14,4,10/29/06 12:20,4,0.694,1,1
14,4,10/29/06 12:20,4,0.966,1,0
14,4,10/29/06 12:20,4,2.41,1,1
14,4,10/29/06 12:20,4,3.36,1,0
14,4,10/29/06 12:20,6,0.463,2,1
14,4,10/29/06 12:20,6,0.975,1,1
14,4,10/29/06 12:20,6,1.761,1,1
14,4,10/29/06 12:20,8,0.352,2,0
14,4,10/29/06 12:21,4,1.767,1,1
14,4,10/29/06 12:21,4,1.799,1,0
14,4,10/29/06 12:21,4,2.563,2,1
14,4,10/29/06 12:21,6,0.659,2,1
14,4,10/29/06 12:21,6,2.321,2,1
14,4,10/29/06 12:21,6,2.472,1,0
14,4,10/29/06 12:21,6,2.534,1,1
14,4,10/29/06 12:21,8,0,2,0
14,4,10/29/06 12:21,8,0.299,2,0
14,4,10/29/06 12:21,8,0.995,1,1
14,4,10/29/06 12:22,4,2.35,1,1
14,4,10/29/06 12:22,6,1.575,2,1
14,4,10/29/06 12:22,8,2.301,1,1
15,2,10/29/06 13:15,4,0.506,2,1
15,2,10/29/06 13:15,6,0.462,1,1
15,2,10/29/06 13:15,6,0.886,2,1
15,2,10/29/06 13:15,8,0.966,2,0
15,2,10/29/06 13:15,8,1.084,2,1
15,2,10/29/06 13:16,4,7.487,1,0
15,2,10/29/06 13:16,6,0.33,1,1
15,2,10/29/06 13:16,6,0.591,2,0
15,2,10/29/06 13:16,6,1.238,2,0
15,2,10/29/06 13:16,6,2.696,2,1
15,2,10/29/06 13:16,6,4.077,2,1
15,2,10/29/06 13:16,8,1.526,2,1
15,2,10/29/06 13:16,8,1.991,1,0
15,2,10/29/06 13:16,8,2.788,2,0
15,2,10/29/06 13:17,4,1.364,1,1
15,2,10/29/06 13:17,4,1.95,1,0
15,2,10/29/06 13:17,4,3.124,1,0
15,2,10/29/06 13:17,6,0.456,1,1
15,2,10/29/06 13:17,6,0.711,2,1
15,2,10/29/06 13:17,6,1.174,1,1
15,2,10/29/06 13:17,6,1.995,1,1
15,2,10/29/06 13:17,6,4.999,2,1
15,2,10/29/06 13:17,8,0.365,1,1
15,2,10/29/06 13:17,8,0.583,1,1
15,2,10/29/06 13:17,8,1.822,1,0
15,2,10/29/06 13:18,4,0.903,2,0
15,2,10/29/06 13:18,6,0.425,2,1
15,2,10/29/06 13:18,6,0.562,1,1
15,2,10/29/06 13:18,6,3.423,1,1
15,2,10/29/06 13:18,8,1.46,2,1
16,1,10/29/06 15:31,4,1.047,2,1
16,1,10/29/06 15:31,4,3.313,1,1
16,1,10/29/06 15:31,6,0.502,1,1
16,1,10/29/06 15:31,6,0.606,1,1
16,1,10/29/06 15:31,6,0.883,1,1
16,1,10/29/06 15:31,8,0.129,2,1
16,1,10/29/06 15:31,8,0.282,1,1
16,1,10/29/06 15:31,8,1.511,2,1
16,1,10/29/06 15:32,4,1.645,2,1
16,1,10/29/06 15:32,4,3.539,1,1
16,1,10/29/06 15:32,4,4.563,-1,0
16,1,10/29/06 15:32,6,1.366,1,1
16,1,10/29/06 15:32,8,2.031,1,0
16,1,10/29/06 15:32,8,2.093,1,1
16,1,10/29/06 15:32,8,3.874,1,1
16,1,10/29/06 15:33,4,2.882,2,0
16,1,10/29/06 15:33,4,3.315,1,0
16,1,10/29/06 15:33,4,3.375,1,1
16,1,10/29/06 15:33,6,0.229,1,1
16,1,10/29/06 15:33,6,0.737,-1,0
16,1,10/29/06 15:33,6,5.361,1,0
16,1,10/29/06 15:33,6,6.607,2,1
16,1,10/29/06 15:33,8,0.726,2,1
16,1,10/29/06 15:34,4,1.976,1,0
16,1,10/29/06 15:34,4,2.781,2,1
16,1,10/29/06 15:34,4,2.841,1,1
16,1,10/29/06 15:34,6,3.665,1,1
16,1,10/29/06 15:34,6,4.711,2,0
16,1,10/29/06 15:34,6,6.671,1,1
16,1,10/29/06 15:34,8,0.996,2,1
17,24,10/29/06 15:37,4,0.103,1,1
17,24,10/29/06 15:37,6,1.737,2,0
17,24,10/29/06 15:37,6,2.011,1,0
17,24,10/29/06 15:37,8,0.174,1,1
17,24,10/29/06 15:37,8,0.36,2,1
17,24,10/29/06 15:37,8,0.613,2,1
17,24,10/29/06 15:38,4,0.114,1,1
17,24,10/29/06 15:38,4,1.049,1,1
17,24,10/29/06 15:38,4,1.078,1,0
17,24,10/29/06 15:38,6,0.103,1,1
17,24,10/29/06 15:38,6,0.967,1,0
17,24,10/29/06 15:38,6,1.082,2,0
17,24,10/29/06 15:38,6,1.374,2,1
17,24,10/29/06 15:38,6,2.532,2,1
17,24,10/29/06 15:38,8,0.108,1,1
17,24,10/29/06 15:38,8,0.636,2,1
17,24,10/29/06 15:38,8,1.569,2,1
17,24,10/29/06 15:38,8,3.005,1,1
17,24,10/29/06 15:39,4,0.733,1,1
17,24,10/29/06 15:39,4,0.747,2,1
17,24,10/29/06 15:39,4,0.884,1,1
17,24,10/29/06 15:39,4,1.143,2,1
17,24,10/29/06 15:39,4,1.172,1,1
17,24,10/29/06 15:39,4,1.184,1,1
17,24,10/29/06 15:39,6,1.223,2,1
17,24,10/29/06 15:39,6,1.883,1,0
17,24,10/29/06 15:39,6,2.2,2,0
17,24,10/29/06 15:39,8,0.684,2,1
17,24,10/29/06 15:39,8,0.692,2,1
17,24,10/29/06 15:39,8,0.934,1,1
18,12,10/29/06 15:46,4,0.311,2,1
18,12,10/29/06 15:46,4,0.427,2,0
18,12,10/29/06 15:46,4,0.623,1,1
18,12,10/29/06 15:46,4,0.628,2,1
18,12,10/29/06 15:46,6,0.472,1,0
18,12,10/29/06 15:46,6,0.55,1,1
18,12,10/29/06 15:46,6,0.57,1,0
18,12,10/29/06 15:46,6,0.671,1,0
18,12,10/29/06 15:46,8,0.413,2,1
18,12,10/29/06 15:47,4,0.164,1,1
18,12,10/29/06 15:47,4,0.414,2,1
18,12,10/29/06 15:47,4,0.495,2,1
18,12,10/29/06 15:47,4,0.87,2,1
18,12,10/29/06 15:47,4,0.921,1,0
18,12,10/29/06 15:47,6,0.279,1,1
18,12,10/29/06 15:47,6,0.379,1,0
18,12,10/29/06 15:47,6,0.569,1,0
18,12,10/29/06 15:47,6,0.638,1,0
18,12,10/29/06 15:47,6,0.84,2,1
18,12,10/29/06 15:47,8,0.235,2,0
18,12,10/29/06 15:47,8,0.397,2,0
18,12,10/29/06 15:47,8,0.575,2,1
18,12,10/29/06 15:47,8,0.863,1,1
18,12,10/29/06 15:48,4,0.157,1,1
18,12,10/29/06 15:48,6,0.223,1,1
18,12,10/29/06 15:48,6,0.42,1,1
18,12,10/29/06 15:48,6,0.434,1,0
18,12,10/29/06 15:48,6,0.46,2,1
18,12,10/29/06 15:48,8,0.146,2,1
18,12,10/29/06 15:48,8,0.18,2,1
19,8,10/29/06 16:11,4,0.37,1,1
19,8,10/29/06 16:11,6,1.541,2,0
19,8,10/29/06 16:12,4,0.483,1,1
19,8,10/29/06 16:12,4,1.373,1,1
19,8,10/29/06 16:12,6,1.053,1,1
19,8,10/29/06 16:12,6,1.188,1,0
19,8,10/29/06 16:12,6,1.274,1,1
19,8,10/29/06 16:12,6,1.319,2,0
19,8,10/29/06 16:12,6,2.216,1,0
19,8,10/29/06 16:12,8,0.487,2,1
19,8,10/29/06 16:12,8,0.49,1,1
19,8,10/29/06 16:12,8,0.683,2,1
19,8,10/29/06 16:12,8,0.727,2,0
19,8,10/29/06 16:12,8,1.424,2,0
19,8,10/29/06 16:13,4,0.455,2,1
19,8,10/29/06 16:13,4,0.683,2,1
19,8,10/29/06 16:13,4,0.928,2,1
19,8,10/29/06 16:13,6,0.283,1,0
19,8,10/29/06 16:13,6,0.291,1,0
19,8,10/29/06 16:13,6,0.399,2,0
19,8,10/29/06 16:13,6,0.463,1,0
19,8,10/29/06 16:13,6,0.659,1,0
19,8,10/29/06 16:13,6,1.096,2,1
19,8,10/29/06 16:13,8,0.291,1,1
19,8,10/29/06 16:13,8,0.526,1,1
19,8,10/29/06 16:13,8,0.93,1,1
19,8,10/29/06 16:13,8,1.179,1,1
19,8,10/29/06 16:14,4,1.635,1,1
19,8,10/29/06 16:14,6,0.86,2,1
19,8,10/29/06 16:14,8,1.19,1,1
20,6,10/29/06 16:33,4,0.284,1,0
20,6,10/29/06 16:33,4,0.554,1,0
20,6,10/29/06 16:33,4,0.632,1,1
20,6,10/29/06 16:33,4,0.914,2,0
20,6,10/29/06 16:33,6,0.74,2,1
20,6,10/29/06 16:33,6,1.25,2,0
20,6,10/29/06 16:33,6,1.584,2,0
20,6,10/29/06 16:33,8,0.416,1,1
20,6,10/29/06 16:33,8,0.636,1,0
20,6,10/29/06 16:33,8,0.853,1,1
20,6,10/29/06 16:33,8,0.922,2,1
20,6,10/29/06 16:34,4,0.436,2,0
20,6,10/29/06 16:34,4,1.055,1,1
20,6,10/29/06 16:34,4,1.332,1,1
20,6,10/29/06 16:34,4,2.031,2,1
20,6,10/29/06 16:34,6,1.257,1,1
20,6,10/29/06 16:34,6,1.4,2,0
20,6,10/29/06 16:34,6,2.046,1,0
20,6,10/29/06 16:34,8,0.404,1,1
20,6,10/29/06 16:34,8,0.628,1,1
20,6,10/29/06 16:34,8,0.821,2,1
20,6,10/29/06 16:34,8,1.197,1,1
20,6,10/29/06 16:34,8,1.246,2,1
20,6,10/29/06 16:35,4,0.984,2,0
20,6,10/29/06 16:35,4,1.025,1,0
20,6,10/29/06 16:35,6,0.371,1,0
20,6,10/29/06 16:35,6,0.622,1,0
20,6,10/29/06 16:35,6,0.674,2,0
20,6,10/29/06 16:35,8,0.521,1,1
20,6,10/29/06 16:35,8,0.939,2,1
25,24,11/18/06 11:03,4,1.177,2,0
25,24,11/18/06 11:03,8,1.078,2,0
25,24,11/18/06 11:04,4,0.357,1,1
25,24,11/18/06 11:04,4,1.128,1,1
25,24,11/18/06 11:04,4,1.467,1,1
25,24,11/18/06 11:04,4,3.235,1,0
25,24,11/18/06 11:04,6,1.432,2,1
25,24,11/18/06 11:04,6,3.222,2,0
25,24,11/18/06 11:04,8,0.417,2,1
25,24,11/18/06 11:04,8,0.571,1,0
25,24,11/18/06 11:04,8,0.639,2,0
25,24,11/18/06 11:04,8,0.65,1,1
25,24,11/18/06 11:04,8,0.793,2,1
25,24,11/18/06 11:05,4,1.035,2,1
25,24,11/18/06 11:05,4,1.274,1,1
25,24,11/18/06 11:05,4,2.161,2,0
25,24,11/18/06 11:05,4,3.52,1,0
25,24,11/18/06 11:05,4,4.136,2,1
25,24,11/18/06 11:05,6,0.429,2,1
25,24,11/18/06 11:05,6,1.229,2,1
25,24,11/18/06 11:05,6,1.446,1,0
25,24,11/18/06 11:05,6,1.898,2,0
25,24,11/18/06 11:05,8,0.184,2,0
25,24,11/18/06 11:05,8,0.264,2,1
25,24,11/18/06 11:05,8,0.415,1,0
25,24,11/18/06 11:06,4,0.567,2,1
25,24,11/18/06 11:06,8,0.369,2,0
25,24,11/18/06 11:06,8,0.543,1,1
25,24,11/18/06 11:06,8,0.621,1,0
25,24,11/18/06 11:06,8,0.652,2,0
26,12,11/18/06 11:39,4,0.417,2,1
26,12,11/18/06 11:39,4,0.433,1,1
26,12,11/18/06 11:39,6,1.069,1,1
26,12,11/18/06 11:39,8,0.531,1,0
26,12,11/18/06 11:39,8,0.574,1,1
26,12,11/18/06 11:39,8,0.818,2,0
26,12,11/18/06 11:39,8,2.649,-1,0
26,12,11/18/06 11:40,4,0.187,1,1
26,12,11/18/06 11:40,4,1.621,2,1
26,12,11/18/06 11:40,4,2.224,2,0
26,12,11/18/06 11:40,4,3.603,1,1
26,12,11/18/06 11:40,4,3.871,1,1
26,12,11/18/06 11:40,8,0.889,2,1
26,12,11/18/06 11:40,8,0.933,2,1
26,12,11/18/06 11:40,8,1.157,2,1
26,12,11/18/06 11:40,8,2.451,2,0
26,12,11/18/06 11:41,4,0.517,1,1
26,12,11/18/06 11:41,4,1.607,2,1
26,12,11/18/06 11:41,6,0.363,2,1
26,12,11/18/06 11:41,6,0.873,2,1
26,12,11/18/06 11:41,6,0.978,2,1
26,12,11/18/06 11:41,6,1.247,2,1
26,12,11/18/06 11:41,6,1.292,1,1
26,12,11/18/06 11:41,6,1.311,2,1
26,12,11/18/06 11:41,8,0.756,2,1
26,12,11/18/06 11:41,8,1.556,2,1
26,12,11/18/06 11:42,6,0.707,2,1
26,12,11/18/06 11:42,6,0.887,2,1
26,12,11/18/06 11:42,8,0.468,2,0
26,12,11/18/06 11:42,8,1.294,1,1
27,8,11/18/06 11:51,4,0.675,2,1
27,8,11/18/06 11:51,4,0.748,1,1
27,8,11/18/06 11:51,4,4.525,2,0
27,8,11/18/06 11:51,6,0.933,2,1
27,8,11/18/06 11:51,6,1.014,2,1
27,8,11/18/06 11:51,8,1.103,1,1
27,8,11/18/06 11:52,4,0.502,2,1
27,8,11/18/06 11:52,4,0.569,1,1
27,8,11/18/06 11:52,4,0.584,2,1
27,8,11/18/06 11:52,4,0.755,1,1
27,8,11/18/06 11:52,6,0.763,2,1
27,8,11/18/06 11:52,8,0.365,2,0
27,8,11/18/06 11:52,8,0.369,2,1
27,8,11/18/06 11:52,8,2.172,2,0
27,8,11/18/06 11:52,8,7.338,1,0
27,8,11/18/06 11:53,4,0.447,2,1
27,8,11/18/06 11:53,4,0.515,2,1
27,8,11/18/06 11:53,4,0.649,2,1
27,8,11/18/06 11:53,6,0.367,1,1
27,8,11/18/06 11:53,6,0.395,1,1
27,8,11/18/06 11:53,6,0.411,2,1
27,8,11/18/06 11:53,6,0.518,1,1
27,8,11/18/06 11:53,6,0.666,1,1
27,8,11/18/06 11:53,6,1.04,2,1
27,8,11/18/06 11:53,8,0.385,1,1
27,8,11/18/06 11:53,8,1.73,1,0
27,8,11/18/06 11:54,4,1.053,2,1
27,8,11/18/06 11:54,6,0.746,2,1
27,8,11/18/06 11:54,8,0.969,1,1
27,8,11/18/06 11:54,8,1.466,1,1
28,6,11/18/06 13:01,4,0.37,1,1
28,6,11/18/06 13:01,4,0.671,2,1
28,6,11/18/06 13:01,4,0.94,2,1
28,6,11/18/06 13:01,6,0.504,2,1
28,6,11/18/06 13:01,6,0.531,2,1
28,6,11/18/06 13:01,6,1.056,2,1
28,6,11/18/06 13:01,8,0.201,1,1
28,6,11/18/06 13:01,8,0.761,2,1
28,6,11/18/06 13:01,8,1.612,1,0
28,6,11/18/06 13:01,8,4.361,1,0
28,6,11/18/06 13:02,4,0.353,1,0
28,6,11/18/06 13:02,4,0.733,1,1
28,6,11/18/06 13:02,4,10.18,1,1
28,6,11/18/06 13:02,6,0.236,1,1
28,6,11/18/06 13:02,6,1.085,1,1
28,6,11/18/06 13:02,6,1.63,2,1
28,6,11/18/06 13:02,6,5.19,2,1
28,6,11/18/06 13:02,8,1.008,1,1
28,6,11/18/06 13:02,8,1.326,1,1
28,6,11/18/06 13:02,8,2.385,1,1
28,6,11/18/06 13:03,4,0.226,1,1
28,6,11/18/06 13:03,4,0.471,2,1
28,6,11/18/06 13:03,4,0.627,2,0
28,6,11/18/06 13:03,4,0.858,1,1
28,6,11/18/06 13:03,6,10.785,2,1
28,6,11/18/06 13:03,6,2.286,1,1
28,6,11/18/06 13:03,8,0.156,1,1
28,6,11/18/06 13:03,8,0.818,1,1
28,6,11/18/06 13:03,8,1.332,2,1
28,6,11/18/06 13:03,8,2.641,2,1
29,4,11/18/06 13:02,6,0.753,2,1
29,4,11/18/06 13:03,4,0.143,2,1
29,4,11/18/06 13:03,4,0.177,1,1
29,4,11/18/06 13:03,4,0.222,1,1
29,4,11/18/06 13:03,4,0.317,2,1
29,4,11/18/06 13:03,4,0.439,1,1
29,4,11/18/06 13:03,4,0.828,1,1
29,4,11/18/06 13:03,6,0.264,2,1
29,4,11/18/06 13:03,6,0.372,1,1
29,4,11/18/06 13:03,6,0.372,2,1
29,4,11/18/06 13:03,6,0.524,1,1
29,4,11/18/06 13:03,6,0.646,2,1
29,4,11/18/06 13:03,8,0.234,2,0
29,4,11/18/06 13:03,8,0.733,1,1
29,4,11/18/06 13:03,8,1.831,1,1
29,4,11/18/06 13:04,4,0.156,1,1
29,4,11/18/06 13:04,4,0.223,1,1
29,4,11/18/06 13:04,4,0.237,1,1
29,4,11/18/06 13:04,4,0.263,2,1
29,4,11/18/06 13:04,4,0.594,1,1
29,4,11/18/06 13:04,6,0.149,2,1
29,4,11/18/06 13:04,6,0.21,2,1
29,4,11/18/06 13:04,6,0.396,2,1
29,4,11/18/06 13:04,6,0.504,1,1
29,4,11/18/06 13:04,6,1.017,2,1
29,4,11/18/06 13:04,8,1.15,2,1
29,4,11/18/06 13:04,8,1.471,2,1
29,4,11/18/06 13:04,8,1.87,1,0
29,4,11/18/06 13:05,6,0.605,1,1
29,4,11/18/06 13:05,8,0.18,2,0
30,3,11/18/06 13:25,8,0.784,1,0
30,3,11/18/06 13:26,4,0.568,1,1
30,3,11/18/06 13:26,4,2.192,1,1
30,3,11/18/06 13:26,4,5.591,2,1
30,3,11/18/06 13:26,6,0.352,2,1
30,3,11/18/06 13:26,6,0.457,2,1
30,3,11/18/06 13:26,6,0.484,1,1
30,3,11/18/06 13:26,6,0.764,1,0
30,3,11/18/06 13:26,8,0.639,1,1
30,3,11/18/06 13:26,8,0.763,2,0
30,3,11/18/06 13:26,8,0.984,2,1
30,3,11/18/06 13:26,8,1.102,1,0
30,3,11/18/06 13:27,4,0.846,2,1
30,3,11/18/06 13:27,4,0.967,2,1
30,3,11/18/06 13:27,4,1.568,1,1
30,3,11/18/06 13:27,6,0.446,1,1
30,3,11/18/06 13:27,6,0.52,2,0
30,3,11/18/06 13:27,6,1.391,1,0
30,3,11/18/06 13:27,6,3.869,1,0
30,3,11/18/06 13:27,8,0.252,1,1
30,3,11/18/06 13:27,8,0.481,1,1
30,3,11/18/06 13:27,8,0.764,2,0
30,3,11/18/06 13:27,8,0.926,1,0
30,3,11/18/06 13:27,8,4.452,1,0
30,3,11/18/06 13:28,4,0.823,2,1
30,3,11/18/06 13:28,6,0.387,2,0
30,3,11/18/06 13:28,6,1.055,1,0
30,3,11/18/06 13:28,8,0.387,1,1
30,3,11/18/06 13:28,8,0.837,2,0
30,3,11/18/06 13:28,8,2.466,2,1
32,1,11/18/06 13:34,4,0.46,2,1
32,1,11/18/06 13:34,4,6.985,2,1
32,1,11/18/06 13:34,4,7.005,2,1
32,1,11/18/06 13:34,8,0.434,1,1
32,1,11/18/06 13:34,8,0.622,1,1
32,1,11/18/06 13:35,4,0.42,2,1
32,1,11/18/06 13:35,4,0.985,2,1
32,1,11/18/06 13:35,4,3.75,2,1
32,1,11/18/06 13:35,6,0.365,2,1
32,1,11/18/06 13:35,6,0.44,1,1
32,1,11/18/06 13:35,6,0.586,2,1
32,1,11/18/06 13:35,6,0.627,2,1
32,1,11/18/06 13:35,8,0.261,1,1
32,1,11/18/06 13:35,8,0.352,2,1
32,1,11/18/06 13:35,8,0.36,1,1
32,1,11/18/06 13:35,8,1.288,1,1
32,1,11/18/06 13:35,8,1.31,2,1
32,1,11/18/06 13:36,4,0.412,1,1
32,1,11/18/06 13:36,4,3.061,1,1
32,1,11/18/06 13:36,4,4.271,1,0
32,1,11/18/06 13:36,6,0.454,2,1
32,1,11/18/06 13:36,6,0.715,2,1
32,1,11/18/06 13:36,6,0.728,1,1
32,1,11/18/06 13:36,8,0.794,2,1
32,1,11/18/06 13:36,8,1.846,1,1
32,1,11/18/06 13:36,8,4.853,1,1
32,1,11/18/06 13:36,8,6.157,1,0
32,1,11/18/06 13:37,4,0.514,2,1
32,1,11/18/06 13:37,6,0.278,2,1
32,1,11/18/06 13:37,8,5.987,1,1
36,6,11/18/06 15:09,4,0.71,1,1
36,6,11/18/06 15:09,4,0.869,1,1
36,6,11/18/06 15:09,4,0.885,2,1
36,6,11/18/06 15:09,4,1.834,2,1
