subid,n.tokens,timestamp,word.len,rt,keypress,correct
8,1200,4/6/07 16:20,6,0.306,2,1
8,1200,4/6/07 16:20,6,0.545,2,1
8,1200,4/6/07 16:20,8,0.259,2,1
8,1200,4/6/07 16:20,8,1.907,2,0
9,300,4/17/07 11:15,4,1.066,2,1
9,300,4/17/07 11:15,6,0.496,1,1
9,300,4/17/07 11:15,6,0.784,1,1
9,300,4/17/07 11:15,8,0.463,2,1
9,300,4/17/07 11:15,8,0.791,1,1
9,300,4/17/07 11:15,8,1.584,2,1
9,300,4/17/07 11:15,8,2.268,2,1
9,300,4/17/07 11:16,4,0.458,1,1
9,300,4/17/07 11:16,4,0.639,2,1
9,300,4/17/07 11:16,4,0.815,2,1
9,300,4/17/07 11:16,4,1.945,2,1
9,300,4/17/07 11:16,6,0.613,1,0
9,300,4/17/07 11:16,6,0.631,1,0
9,300,4/17/07 11:16,6,1.021,1,1
9,300,4/17/07 11:16,6,1.273,1,1
9,300,4/17/07 11:16,6,1.971,1,0
9,300,4/17/07 11:16,8,0.375,2,1
9,300,4/17/07 11:16,8,0.432,1,1
9,300,4/17/07 11:16,8,0.448,1,1
9,300,4/17/07 11:17,4,0.902,1,1
9,300,4/17/07 11:17,4,1.395,2,1
9,300,4/17/07 11:17,4,1.764,2,1
9,300,4/17/07 11:17,4,1.99,1,0
9,300,4/17/07 11:17,4,2.194,2,0
9,300,4/17/07 11:17,6,0.738,2,1
9,300,4/17/07 11:17,6,0.994,2,0
9,300,4/17/07 11:17,6,1.594,2,1
9,300,4/17/07 11:17,8,0.182,2,1
9,100,4/17/07 11:17,8,0.274,1,0
9,300,4/17/07 11:17,8,0.972,1,0
